name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
"Neos Therapeutics, Inc.",US,3.9,54.3,14.3,0.1372,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Man Group plc,UK,3.5,54.3,10,2.7196,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
KP Tissue Inc.,Canada,3.5,54.3,25,0.0827,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
SuperGroup plc,UK,3.4,54.3,11.1,1.6372,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Artisan Partners Asset Management Inc.,US,3.4,54.3,14.3,1.1352,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Versartis, Inc.",US,3.4,54.3,0,0.3084,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
EI Towers SpA,Italy,3.3,54.3,22.2,1.4473,Information Technology,7.58,59.27,15,7.4,60,17,6.869612069,57.98599138,25
Cover-More Group Ltd,Australia,3.1,54.3,28.6,0.3085,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
Control4 Corporation,US,2.9,54.3,0,0.2019,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Connecture, Inc.",US,2.9,54.3,14.3,0.0522,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Impala Platinum Holdings Ltd,South Africa,2.6,54.3,35.7,2.7934,Materials,6.88,60.08,16,7.4,60,17,7.472007722,56.06949807,21
"Zhejiang Zheneng Electric Power Co., Ltd.",China,2.5,54.3,11.1,10.6737,Utilities,6.4,59.97,21,7.4,60,17,2.422264875,52.7696737,11
News Corporation,US,2,54.3,25,7.2336,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Valmet Corp,Finland,1.9,54.3,37.5,1.9916,Industrials,7.44,60.22,17,7.4,60,17,4.538461538,57.46745562,31
WP Glimcher Inc.,US,0.9,54.3,12.5,2.3038,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Fastenal Company,US,8,54.2,22.2,12.5556,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Sandstorm Gold Ltd.,Canada,6.8,54.2,16.7,0.7821,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Brown-Forman Corporation,US,4.5,54.2,16.7,20.0103,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Tsogo Sun Holdings Ltd.,South Africa,3.7,54.2,11.1,2.0941,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.472007722,56.06949807,21
Taylor Morrison Home Corporation,US,3.4,54.2,16.7,0.5169,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Worldline,France,2,54.2,22.2,3.7644,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
Severn Trent plc,UK,1.7,54.2,44.4,7.6701,Utilities,6.4,59.97,21,7.4,60,17,5.650285094,57.00678794,20
Abeona Therapeutics Inc.,US,8.6,54.1,0,0.0794,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Wal-Mart Stores, Inc.",US,7.6,54.1,25,229.6034,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Otonomy, Inc.",US,3.9,54.1,28.6,0.4511,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Intercept Pharmaceuticals, Inc.",US,3.8,54.1,0,3.6588,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Micro Focus International plc,UK,3.3,54.1,25,5.4639,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
DS Smith plc,UK,3.1,54.1,25,4.9108,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Kesko Oyj,Finland,2,54.1,28.6,4.2277,Consumer Staples,7.41,59.11,21,7.4,60,17,4.538461538,57.46745562,31
"Guidance Software, Inc.",US,1.4,54.1,0,0.1978,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
A.G. Barr plc,UK,11.2,54,11.1,0.799,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
Boardwalk Real Estate Investment Trust,Canada,10.1,54,28.6,2.0249,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Partners Group Holding,Switzerland,7.9,54,20,11.9435,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
Takkt AG,Germany,7.8,54,16.7,1.2955,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Austal Ltd.,Australia,7.8,54,0,0.2906,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
Marston's plc,UK,6.2,54,22.2,1.0386,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Bharti Airtel Ltd.,India,6.1,54,23.1,22.539,Telecommunication Services,6,57.92,19,7.4,60,17,8.233502538,61.66497462,12
Silicon Laboratories Inc.,US,6.1,54,11.1,2.1422,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"The Michaels Companies, Inc.",US,5.4,54,18.2,5.5504,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Hanmi Pharm Co. Ltd.,South Korea,4.3,54,0,6.1662,Health Care,7.13,60.28,16,7.4,60,17,3.488721805,57.96491228,2
Eclipse Resources Corporation,US,4,54,0,0.6906,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
ZAGG Inc,US,4,54,20,0.1788,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Yara International ASA,Norway,3,54,37.5,9.0722,Materials,6.88,60.08,16,7.4,60,17,4.604026846,53.98657718,42
Guerbet,France,2.9,54,50,0.7483,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
Eni S.p.A.,Italy,2.7,54,33.3,59.194,Energy,7,60.92,12,7.4,60,17,6.869612069,57.98599138,25
TAG Immobilien AG,Germany,2,54,0,1.8591,Financials,7.92,60.71,18,7.4,60,17,6.03255814,57.39255814,24
"Tasly Pharmaceutical Group Co., Ltd.",China,1.9,54,11.1,6.3354,Health Care,7.13,60.28,16,7.4,60,17,2.422264875,52.7696737,11
"ARIAD Pharmaceuticals, Inc.",US,1.6,54,28.6,1.3652,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Copart, Inc.",US,13.5,53.9,0,5.4582,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Parrot,France,9.7,53.9,22.2,0.4227,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
"Affiliated Managers Group, Inc.",US,7,53.9,12.5,7.7834,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Dixons Carphone plc,UK,7,53.9,23.1,5.0159,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Ashford Hospitality Trust, Inc.",US,7,53.9,0,0.5301,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Lucara Diamond Corp.,Canada,6.9,53.9,28.6,1.0233,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Sears Holdings Corporation,US,6,53.9,20,1.5063,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Piaggio & C. S.p.A.,Italy,5.6,53.9,22.2,0.5995,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.869612069,57.98599138,25
"Bellicum Pharmaceuticals, Inc.",US,5.4,53.9,0,0.3717,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Travis Perkins plc,UK,4.8,53.9,25,5.0483,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Castellum AB,Sweden,4.6,53.9,57.1,3.9775,Financials,7.92,60.71,18,7.4,60,17,5.673031026,55.85441527,35
Georgia Healthcare Group plc,UK,3.9,53.9,11.1,0.5923,Health Care,7.13,60.28,16,7.4,60,17,5.650285094,57.00678794,20
China United Network Communications Ltd.,China,3.3,53.9,0,13.4407,Telecommunication Services,6,57.92,19,7.4,60,17,2.422264875,52.7696737,11
"ATARA BIOTHERAPEUTICS, INC.",US,2.6,53.9,28.6,0.6309,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
A2A SpA,Italy,2,53.9,27.3,4.1946,Utilities,6.4,59.97,21,7.4,60,17,6.869612069,57.98599138,25
Memorial Resource Development Corp.,US,1.7,53.9,14.3,3.2729,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"PayPal Holdings, Inc.",US,0.9,53.9,11.1,47.3781,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Kirkland's, Inc.",US,13.6,53.8,11.1,0.2419,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Student Transportation Inc.,Canada,8,53.8,33.3,0.4853,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
Polymetal International plc,UK,7.1,53.8,22.2,6.2932,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Quotient Technology Inc.,US,6.4,53.8,20,1.0821,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Bankrate, Inc.",US,6.4,53.8,12.5,0.7076,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Bluerock Residential Growth REIT, Inc.",US,6.2,53.8,0,0.2594,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Lenzing AG,Austria,5.6,53.8,16.7,2.6579,Materials,6.88,60.08,16,7.4,60,17,6.085201794,55.92825112,20
Century Aluminum Company,US,5.2,53.8,0,0.7235,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"Restoration Hardware Holdings, Inc.",US,4.8,53.8,25,1.1167,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
THE BRINK'S COMPANY,US,4.5,53.8,25,1.4887,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Svenska Cellulosa Ab (Sca),Sweden,3.9,53.8,41.7,22.5309,Consumer Staples,7.41,59.11,21,7.4,60,17,5.673031026,55.85441527,35
Klepierre SA,France,3.9,53.8,40,13.5763,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
"Etsy, Inc.",US,3.7,53.8,50,1.1296,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
CNP Assurances,France,3.6,53.8,44.4,10.4088,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
Det Norske Oljeselskap ASA,Norway,1.3,53.8,40,2.6355,Energy,7,60.92,12,7.4,60,17,4.604026846,53.98657718,42
"VIVUS, Inc.",US,1.3,53.8,0,0.1197,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Speedy Hire plc,UK,0.8,53.8,0,0.2312,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Haulotte Group,France,17.5,53.7,16.7,0.4832,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Cumulus Media Inc.,US,7.4,53.7,28.6,0.088,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Wingstop Inc.,US,4.7,53.7,0,0.7381,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
TOM TAILOR HOLDING AG,Germany,4.3,53.7,16.7,0.0963,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Inchcape plc,UK,4.1,53.7,30,3.9584,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Futuren,France,4,53.7,20,0.1726,Utilities,6.4,59.97,21,7.4,60,17,6.58443621,56.8279513,38
Meda AB,Sweden,3,53.7,33.3,6.5762,Health Care,7.13,60.28,16,7.4,60,17,5.673031026,55.85441527,35
Arrow Global Group plc,UK,2.9,53.7,28.6,0.489,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Costa Group Holdings Limited,Australia,2.5,53.7,16.7,0.6989,Consumer Staples,7.41,59.11,21,7.4,60,17,5.81913775,59.75394322,24
Jimmy Choo plc,UK,2.5,53.7,27.3,0.5496,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Lifeway Foods, Inc.",US,11.1,53.6,37.5,0.1962,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Dream Office Real Estate Investment Trust,Canada,9.4,53.6,37.5,1.6679,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Booker Group plc,UK,6.9,53.6,25,3.9697,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
"Varonis Systems, Inc.",US,6.6,53.6,12.5,0.6648,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Paycom Software, Inc.",US,6.4,53.6,0,2.7686,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Generac Holdings Inc.,US,5.4,53.6,0,2.476,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"SPS Commerce, Inc.",US,5.4,53.6,14.3,1.0251,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Sky plc,UK,5.1,53.6,16.7,19.7998,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Summit Materials Inc.,US,5.1,53.6,28.6,1.3606,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"IMS Health Holdings, Inc.",US,4.8,53.6,12.5,9.1904,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Hyundai Steel Co.,South Korea,3.4,53.6,0,5.9258,Materials,6.88,60.08,16,7.4,60,17,3.488721805,57.96491228,2
"Offshore Oil Engineering Co., Ltd.",China,2.6,53.6,0,4.9607,Energy,7,60.92,12,7.4,60,17,2.422264875,52.7696737,11
Nevro Corp.,US,2.4,53.6,12.5,2.2788,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Tribal Group plc,UK,2,53.6,0,0.1271,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
La Quinta Holdings Inc.,US,1.8,53.6,0,1.4791,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"China Yangtze Power Co., Ltd.",China,0.7,53.6,7.7,43.4588,Utilities,6.4,59.97,21,7.4,60,17,2.422264875,52.7696737,11
MGI Coutier,France,0.7,53.6,40,0.5924,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Ipsen,France,7,53.5,36.4,4.9744,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
Adocia,France,7,53.5,33.3,0.3813,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
Bureau Veritas,France,6.5,53.5,36.4,9.3636,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Breville Group Ltd.,Australia,6.1,53.5,14.3,0.7843,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
"Palo Alto Networks, Inc.",US,5.4,53.5,0,11.0812,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Mcmillan Shakespeare Ltd,Australia,5.4,53.5,0,0.925,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
Nedbank Group Ltd,South Africa,4.9,53.5,20,6.7102,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Avon Rubber plc,UK,4.8,53.5,0,0.373,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"ZELTIQ Aesthetics, Inc.",US,4.2,53.5,16.7,1.2306,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Petroleum Geo-Services Asa,Norway,4,53.5,55.6,0.4867,Energy,7,60.92,12,7.4,60,17,4.604026846,53.98657718,42
Pretium Resources Inc.,Canada,3.9,53.5,12.5,2.0326,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
ISS A/S,Denmark,3.3,53.5,37.5,6.9646,Industrials,7.44,60.22,17,7.4,60,17,5.618811881,54.96039604,27
TransUnion,US,3.1,53.5,10,6.3877,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Lisi,France,12.5,53.4,30.8,1.3095,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Lojas Americanas S.A.,Brazil,11.4,53.4,14.3,6.9192,Consumer Discretionary,7.57,59.12,20,7.4,60,17,4.684322034,58.40042373,6
NCsoft Corp.,South Korea,7.4,53.4,0,4.9268,Information Technology,7.58,59.27,15,7.4,60,17,3.488721805,57.96491228,2
RCL Foods Limited,South Africa,6.5,53.4,9.1,0.9279,Consumer Staples,7.41,59.11,21,7.4,60,17,7.472007722,56.06949807,21
"HubSpot, Inc.",US,6.4,53.4,25,1.8003,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Paddy Power Betfair plc,UK,6,53.4,18.2,9.485,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
SGL Carbon SE,Germany,5.4,53.4,25,1.0938,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
"Crocs, Inc.",US,4.6,53.4,14.3,0.8926,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Dream Global Real Estate Investment Trust,Canada,4,53.4,14.3,0.7923,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Ladbrokes plc,UK,3.7,53.4,28.6,1.6669,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Continental Gold Inc.,Canada,3.5,53.4,12.5,0.3931,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Coca-Cola HBC AG,UK,3,53.4,15.4,7.3408,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
Icade,France,2.8,53.4,37.5,5.4083,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
Great Ajax Corp.,US,1.7,53.4,0,0.2438,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Dialight plc,UK,1,53.4,14.3,0.2254,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
UMB Financial Corporation,US,11.7,53.3,18.2,2.7848,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
EOH Holdings Limited,South Africa,9.9,53.3,33.3,1.3439,Information Technology,7.58,59.27,15,7.4,60,17,7.472007722,56.06949807,21
"Papa John's International, Inc.",US,8,53.3,42.9,2.5727,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"GAIN Capital Holdings, Inc.",US,8,53.3,0,0.3359,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
SA Corporate Real Estate Ltd,South Africa,7.4,53.3,33.3,0.8553,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
"Dicerna Pharmaceuticals, Inc.",US,6.4,53.3,0,0.0705,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"PFSweb, Inc.",US,6.3,53.3,14.3,0.1913,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Coronation Fund Managers Ltd,South Africa,6.1,53.3,42.9,1.6454,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Wireless Group plc,UK,5.9,53.3,28.6,0.2803,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Gerresheimer AG,Germany,4.8,53.3,33.3,2.5576,Health Care,7.13,60.28,16,7.4,60,17,6.03255814,57.39255814,24
"PICO Holdings, Inc.",US,4.3,53.3,0,0.2329,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"GoPro, Inc.",US,4.1,53.3,0,1.6575,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
DFS Furniture plc,UK,4.1,53.3,28.6,0.6041,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Tribune Media Company,US,3.3,53.3,14.3,3.5652,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Pets at Home Group plc,UK,2.9,53.3,22.2,1.5909,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Lumos Networks Corp.,US,2.6,53.3,0,0.2908,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
OC Oerlikon Corporation AG,Switzerland,2.5,53.3,0,3.0137,Industrials,7.44,60.22,17,7.4,60,17,6.63956044,58.88351648,18
"Extended Stay America, Inc.",US,2.4,53.3,0,3.0996,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Aspen Pharmacare Holdings Ltd,South Africa,9,53.2,22.2,12.0817,Health Care,7.13,60.28,16,7.4,60,17,7.472007722,56.06949807,21
"Sigma Designs, Inc.",US,7.8,53.2,0,0.2627,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"EPAM Systems, Inc.",US,6.5,53.2,0,3.4763,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Xencor, Inc.",US,5.5,53.2,0,0.7489,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Zafgen, Inc.",US,4.1,53.2,11.1,0.1822,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Four Corners Property Trust, Inc.",US,1,53.2,20,1.2509,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Everyday Health, Inc.",US,8.8,53.1,37.5,0.2801,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Capital & Counties Properties plc,UK,6.8,53.1,10,3.2471,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Taylor Wimpey plc,UK,5.4,53.1,22.2,6.2459,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Premier Gold Mines Limited,Canada,5.4,53.1,0,0.6012,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Growthpoint Properties Australia,Australia,4.9,53.1,14.3,1.4194,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
"Earthstone Energy, Inc.",US,4.6,53.1,0,0.2305,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Pioneer Food Group Ltd,South Africa,4.5,53.1,15.4,2.9513,Consumer Staples,7.41,59.11,21,7.4,60,17,7.472007722,56.06949807,21
LSL Property Services plc,UK,4,53.1,25,0.3376,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Orkla ASA,Norway,3.8,53.1,40,9.4063,Consumer Staples,7.41,59.11,21,7.4,60,17,4.604026846,53.98657718,42
Eutelsat Communications,France,3.7,53.1,50,4.2963,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
"FireEye, Inc.",US,3.3,53.1,11.1,2.7049,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Travelport Worldwide Limited,US,3.1,53.1,12.5,1.6542,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Loxo Oncology, Inc.",US,2.3,53.1,11.1,0.5512,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Westfield Corp,Australia,13.9,53,8.3,17.1172,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
Canam Group Inc.,Canada,12.7,53,27.3,0.3851,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Oceana Group Ltd.,South Africa,8.9,53,27.3,1.0426,Consumer Staples,7.41,59.11,21,7.4,60,17,7.472007722,56.06949807,21
"DSP Group, Inc.",US,7.1,53,0,0.233,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
CECO Environmental Corp.,US,6.4,53,11.1,0.3198,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Halma plc,UK,6.3,53,25,5.1016,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
STV Group plc,UK,5.8,53,33.3,0.1691,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Groupon, Inc.",US,5,53,11.1,2.0159,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Cardiovascular Systems, Inc.",US,4.9,53,12.5,0.6322,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
SAF-Holland S.A.,Luxembourg,4.7,53,33.3,0.5069,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.711538462,57.51923077,14
Connect Group plc,UK,4.7,53,14.3,0.4776,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Jamba, Inc.",US,4.6,53,14.3,0.1557,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Xero Limited,New Zealand,4,53,14.3,1.7512,Information Technology,7.58,59.27,15,7.4,60,17,5.64516129,59.12903226,19
Pilot Gold Inc.,Canada,4,53,0,0.0705,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Korea Investment Holdings Co.,South Korea,3.8,53,0,2.3327,Financials,7.92,60.71,18,7.4,60,17,3.488721805,57.96491228,2
BT Investment Management Ltd.,Australia,3.7,53,33.3,1.9863,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
"TherapeuticsMD, Inc.",US,3.6,53,0,1.5701,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
John Wood Group plc,UK,3.5,53,25,3.448,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
Platform Specialty Products Corporation,US,2.6,53,0,2.1238,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Timmins Gold Corp.,Canada,2.4,53,14.3,0.1726,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Coface SA,France,2,53,36.4,0.8187,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
"Ping An Bank Co., Ltd.",China,1.9,53,21.4,23.0307,Financials,7.92,60.71,18,7.4,60,17,2.422264875,52.7696737,11
La Jolla Pharmaceutical Company,US,1.8,53,20,0.2899,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Eagle Bulk Shipping Inc.,US,0.9,53,14.3,0.016,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"AutoNation, Inc.",US,7.7,52.9,20,5.2397,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
William Demant Holding A/S,Denmark,7,52.9,25,5.2359,Health Care,7.13,60.28,16,7.4,60,17,5.618811881,54.96039604,27
